display_title,summary_short,critics_pick,classif,pos,p_neg
Kaleidoscope,A toxic motherson bond drives Rupert Joness glum British psychodrama,0,pos,0.9450115854305527,0.054988414569445185
Kapoor & Sons — Since 1921,This film directed by Shakun Batra features comedy drama money troubles and at least one secret,0,pos,0.742907287879996,0.2570927121200028
Karski & the Lords of Humanity,This documentary by Slawomir Grunberg focuses on Jan Karski who reported to the Allies about the Nazi campaign against Polish Jews,0,pos,0.9973010269745097,0.0026989730254906976
Kaspar Hauser,Was the wild child found in Nuremburg in 1828 actually the heir to the throne of Baden Fiendish reallife fairy tale,0,pos,0.8334197651369623,0.16658023486303725
Kate Plays Christine,This movie is a sequel of sorts to Robert Greenes Actress which focuses on boundaries between actors playing themselves and fictional characters,0,pos,0.9549690742420012,0.04503092575799639
Katy Perry: Part of Me,Katy Perry Part of Me documents the 2011 concert tour of that pop singer who is an energetic industrious personification of the paradoxes that contemporary commercial music encompasses,0,pos,0.9269535971391307,0.0730464028608663
Kawasaki’s Rose,Betrayal a revolution and the unknowability of the past as well as its immediacy are concerns in this drama from the Czech director Jan Hrebejk,0,pos,0.9978283345222664,0.0021716654777326023
Keanu,The duo star as hapless cousins who feign toughness to recover a pet from gang killers,0,neg,0.15265706838854645,0.8473429316114545
Keep Quiet,This documents how the career of the farright Hungarian politician Csanad Szegedi was upended when he found out about his lineage,0,pos,0.6835902964604915,0.31640970353950887
Keeping Up With The Joneses,This film about a spy couple has star power in Jon Hamm but utilitarian construction and a lack of chemistry are downfalls,0,pos,0.9963659692111112,0.003634030788886919
Kekszakallu,This Argentine film very loosely inspired by the Bartok opera Bluebeards Castle observes the lives of teenage girls on the verge of adulthood,0,pos,0.9986258466863562,0.0013741533136450781
Kenny Chesney: Summer in 3D,Kenny Chesneys new 3D film culled from six stadium shows features 23 songs in under 100 minutes,0,pos,0.9950796442298708,0.004920355770127656
Kevin Hart : Let Me Explain,Kevin Harts new standup comedy film mines his personal and professional low points as well as parenthood for material,0,neg,0.28838189533400793,0.7116181046659904
Khoobsurat,In Khoobsurat a daffy physical therapist charms an aristocratic family,0,pos,0.8236920725652572,0.1763079274347442
Kick-Ass,A story about a teenager who yearns to be a superhero KickAss is fast periodically spitfunny and often grotesquely violent,0,pos,0.9741904202419411,0.025809579758057952
Kick-Ass 2,Chlo Grace Moretz is back in the violent sequel to KickAss,0,neg,0.3740968882799082,0.6259031117200892
Kickboxer: Vengeance,In John Stockwells film a man seeking to avenge his slain brother trains under a martialarts master Guess who JeanClaude Van Damme,0,neg,0.14750997001609734,0.8524900299839013
Kid Cannabis,Kid Cannabis tells a drug empire tale based on the reallife story of an Idaho teenager who organized a smuggling operation that brought marijuana in from Canada,0,pos,0.9919360559797943,0.008063944020207225
Kid-Thing,In KidThing a young girl with little social skill faces a situation that tests her judgment,0,pos,0.8912503485669535,0.10874965143304581
Kidnapping Mr. Heineken,Anthony Hopkins is the title character in this uninvolving fictionalized account that plays out as a shopworn tale of greed stupidity and comeuppance,0,neg,0.11656096458591068,0.8834390354140911
Kiki,There are echoes of Paris Is Burning in this documentary which chronicles a tightknit community in New York Yet there is a striking absence of elder mentors,0,pos,0.9783915580970002,0.02160844190299991
Kill Dil,In 8220Kill Dil8221 set in India a woman steps into the lives of two men raised to be killers,0,pos,0.9891532909012293,0.010846709098767747
Kill Me Three Times,The movie recalls 8220Pulp Fiction8221 in its collection of human types and its surreal violence,0,pos,0.9514805590323374,0.04851944096766284
Kill Switch,Dan Stevens contends with drones militants and a videogamestyle parallel universe in his quest to save humanity in this scifi feature,0,pos,0.8343286338857834,0.16567136611421718
Kill Zone 2,This Soi Cheang film involving a principled prison guard with an ill daughter has plot and subplot but the action scenes are most notable,0,neg,0.3076327544256596,0.6923672455743416
Killer Elite,Jason Statham and Robert De Niro portray elite mercenaries in Killer Elite,0,pos,0.6657445149158182,0.3342554850841795
Killers,Unless youre trapped on an airplane or enjoying movie night at the penitentiary you have no excuse for watching Killers,0,neg,0.02796531025267649,0.9720346897473213
Killing for Love,The truecrime documentary lays out a persuasive case for reasonable doubt in the case against Jens Soering who was convicted along with his girlfriend,0,pos,0.9306134100153933,0.06938658998460832
Killing Ground,The movie set in an Australian national park features two families and one set of brutal killers,0,pos,0.908045589196236,0.09195441080376564
Killing Them Safely,This heavily researched documentary by Nick Berardini becomes a dense stew of words and death,0,neg,0.2699342147921363,0.7300657852078618
Killing Them Softly,When a poker game is robbed the thieves must pay enter Brad Pitt who stars along with Richard Jenkins James Gandolfini and Ray Liotta,0,pos,0.9382595550571763,0.06174044494282372
King Arthur: Legend of the Sword,The Arthurian legend gets a makeover with quips winks body blows digital elephants and an easy breezy Charlie Hunnam,0,neg,0.15423771101397615,0.8457622889860229
King Georges,This documentary focuses on the chef Georges Perrier and Le BecFin his Philadelphia fixture that closed in 2013 after four decades in business,0,pos,0.989750758716106,0.010249241283897852
Kingdom of Shadows,Bernardo Ruizs documentary takes a frontline look at the grip of Mexican drug cartels from the perspective of three main figures,0,pos,0.8526796767407304,0.14732032325927027
Kingsglaive: Final Fantasy XV,Unless youre a fan of the hugely successful Final Fantasy video game series this bigscreen version is too ludicrous for words,0,neg,0.14563944966596665,0.8543605503340289
Kingsman: The Secret Service,There8217s a fine cast 8212 including Michael Caine Mark Strong and Samuel L Jackson 8212 as well as exploding heads and endangered dogs in Matthew Vaughn8217s gory action movie,0,pos,0.8702604974488912,0.12973950255110964
Kiss of the Damned,Kiss of the Damned directed by Xan Cassavetes introduces a strain of vampires who try to swear off humans and drink only blood substitutes,0,neg,0.07432696543228154,0.9256730345677155
Kite,India Eisley stars as an avenging killer in the film 8220Kite8221 based on Yasuomi Umetsu8217s 1998 anime,0,pos,0.9828442117261333,0.017155788273867968
Klitschko,Sebastian Dehnhardt has created a glowing documentary on the Ukrainian boxers Vitali and Wladimir Klitschko,0,pos,0.7363222682523953,0.2636777317476063
Knight and Day,Tom Cruise and Cameron Diaz travel the globe and try to crack wise in Knight and Day,0,pos,0.9740377873859305,0.025962212614068156
Knight of Cups,Starring Christian Bale Terrence Malicks film addresses the existential and erotic issues of a screenwriter in Los Angeles,0,pos,0.9978267438662342,0.002173256133761806
Know How,The film presents stories drawn from the life experiences of its fledgling actors,0,pos,0.9161614202349492,0.08383857976505088
Kon-Tiki,KonTiki dramatizes Thor Heyerdahls celebrated 1947 trip across the Pacific aboard a wooden raft,0,neg,0.12336995429686055,0.8766300457031395
Kong: Skull Island,In this remake the beast King Kong has a new look and a new beauty Brie Larson whos feistier than her predecessors,0,neg,0.039109695120769596,0.9608903048792289
Krampus,A family stressed over the holidays unleashes the wrath of Santas shadow a demon won comes to punish,0,pos,0.7424748319531463,0.2575251680468507
Kreuzweg,This movie by the German director Dietrich Brggemann can be viewed three ways as a critique a spiritual work or a sly comedy,0,pos,0.9890572489212378,0.01094275107876355
Ktown Cowboys,Based on a popular web series the film follows characters sampling various kinds of night life in Los Angeles as grownup problems hover,0,pos,0.8272509844784376,0.1727490155215585
Kung Fu Killer,Teddy Chen8217s martial arts movie stars Donnie Yen who faces a furious nemesis played by Wang Baoqiang,0,pos,0.9857048100893251,0.014295189910672947
Kung Fu Panda 2,Po the hero of Kung Fu Panda 2 works out his identity crisis and faces Shen the villainous peacock who has conducted a campaign of genocide against pandas,0,pos,0.7722393948405447,0.22776060515945326
Kung Fu Panda 3,The films central character voiced by Jack Black reunites with his longlost father just as all of China is menaced by a fearsome beast,0,pos,0.600087712134199,0.3999122878658032
Kung Fu Yoga,Mr Chan mugs and thwarts assailants in this harmless international romp,0,neg,0.27813296987011715,0.7218670301298827
L for Leisure,Set in the early 1990s this experimental comedy from Lev Kalman and Whitney Horn offers ample opportunities to watch ostensibly smart people behaving stupidly,0,neg,0.01029490025160306,0.9897050997483995
L.A. Superheroes,An immigrant modelactress gets bad career advice and an FBI interrogation in LA Superheroes Illegal in Hollywood,0,pos,0.7444578416115252,0.2555421583884751
L' Amour Fou,LAmour Fou a documentary about Yves Saint Laurent the French couturier narrated by Pierre Berg his partner in business and in life,0,pos,0.6769766928506105,0.32302330714939076
L' enlèvement de Michel Houellebecq,Inspired by a real disappearance in 2011 this film is an often comically absurd story about a novelist who finds something like happiness after being abducted,0,pos,0.9849748833835366,0.015025116616465916
L'enfant secret,A film that opened in Paris in 1979 finally surfaces in the United States,0,pos,0.6569484462375256,0.3430515537624723
LA 92,This documentary one of several commemorating the riots 25th anniversary assembles broadcast and helicopter footage into a taut chronological account,0,pos,0.9893661406879738,0.0106338593120279
La mafia uccide solo d'estate,Pierfrancesco Diliberto plays a virginal klutz whose lifelong brushes with mob misbehavior in Italy parallel his ceaseless yearning for a beautiful woman,0,pos,0.8951693807155999,0.10483061928440454
La Playa,The job of custom barber is a Colombian teenagers ticket to a world beyond his poor family and rough past in La Playa DC,0,pos,0.8212379662458117,0.17876203375418834
La proie,In The Prey a bank robber escapes from prison to defend his family and his stash from a serial killer and leads the police on quite a chase,0,pos,0.6538833434016699,0.346116656598328
La Soga,The Dominican Republicbased thriller La Soga moves with a crazed energy that denies moral nuance,0,pos,0.9868740290037404,0.013125970996261355
La vie au ranch,A family of young female roommates is changed when one moves out in the French film La Vie au Ranch given an improvised feel with nonprofessional actors,0,pos,0.6560872511964214,0.34391274880358147
Labor Day,In Labor Day set in a small town in 1987 an escaped criminal takes shelter with a woman and her son and soon wins them over,0,pos,0.9764585688658703,0.023541431134130285
Laggies,Keira Knightley tries to dodge adult life in 8220Laggies8221 Lynn Shelton8217s hybrid of comingofage story and romantic comedy,0,pos,0.8697044565360889,0.1302955434639121
Lambert & Stamp,In a mix of archival footage and interviews this nostalgic documentary portrays an unlikely musicworld partnership,0,pos,0.9665563473922443,0.03344365260775357
Landline,Jenny Slate John Turturro and Edie Falco star in Gillian Robespierres new comedy set in 1995,0,neg,0.31101297666991873,0.6889870233300852
Larry Crowne,In Larry Crowne Tom Hanks and Julia Roberts are grownups who more or less act their age as they overcome monetary and emotional setbacks,0,pos,0.9998186417328206,0.00018135826717637963
Last Cab to Darwin,A dying man who works as a cabby longs to leave the world on his own terms so he turns the wheel toward eternity,0,pos,0.9789314174913089,0.02106858250868866
Last Call at the Oasis,Jessica Yus Last Call at the Oasis delivers frightening predictions of water shortages in reasonable tones,0,pos,0.963622258405781,0.03637774159421806
Last Knights,This medievalesque potboiler has a simple code of devotion to one8217s master and mostly involves men honor vengeance dramatic fights and the fantasy of the good death,0,neg,0.4480653036544576,0.5519346963455448
Last Love,Sandra Nettelbecks Last Love stars Michael Caine as a cantankerous widower whose two children are concerned about his relationship with a young Parisian,0,pos,0.9280382635606919,0.07196173643930408
Last Passenger,The minimally plotted Last Passenger finds a group of strangers trapped on a runaway train that has just left London,0,neg,0.28814666639666464,0.7118533336033337
Last Vegas,Last Vegas features four strong actors and a plot that viewers can see coming,0,pos,0.7036561591455588,0.2963438408544423
Late Phases,In 8220Late Phases8221 Nick Damici stars as a blind Vietnam veteran taking on a retirement village8217s supernatural foe,0,pos,0.7781077367704342,0.2218922632295662
Laugh Killer Laugh,The hardboiled protagonist of Kamal Ahmed8217s movie works for a mob boss and writes Mickey Spillanestyle stories that he knows are more fact than fiction,0,pos,0.760315449108524,0.239684550891475
Lawless,John Hillcoats Lawless with Shia LaBeouf is set in Virginias moonshine country during the Prohibition era,0,pos,0.9810807876084577,0.01891921239154386
Lazer Team,Four smalltown idiots accidentally end up in possession of a suit of hightech armor that is Earths best defense against an invasion from outer space,0,pos,0.8857911619244853,0.11420883807551734
Lazy Eye,After a graphic designer in California invites his exboyfriend to spend the weekend lovemaking and much talk ensue,0,pos,0.6399764033683666,0.36002359663163525
LBJ,Woody Harrelson swaggers through this movie which tries to track the coming into consciousness of Lyndon B Johnson,0,pos,0.7681891770244569,0.23181082297554206
Lbs.,For a movie about a man who doesnt let any food go to waste Lbs has spent an awfully long time on the shelf,0,neg,0.11524045591407729,0.884759544085923
Le Pere Noel est une Ordure,The 1982 farce Le Pre Nol Est une Ordure presents two socialservices hotline employees who do more harm than good for their distressed clients,0,neg,0.29256605084392506,0.7074339491560795
Leap Year,Leap Year is so witless charmless and unimaginative that it can be described as a movie only in a strictly technical sense,0,neg,0.0038694724716078228,0.9961305275283927
Leap Year,Leap Year is so witless charmless and unimaginative that it can be described as a movie only in a strictly technical sense,0,neg,0.0038694724716078228,0.9961305275283927
Leap Year,Leap Year is a slow flare of emotional agony that follows Laura a freelance writer and her onenight stands,0,pos,0.8578032401439635,0.14219675985603666
Leap Year,Leap Year is a slow flare of emotional agony that follows Laura a freelance writer and her onenight stands,0,pos,0.8578032401439635,0.14219675985603666
Leap!,This riskaverse animated movie features the voices of Elle Fanning Carly Rae Jepsen and Mel Brooks,0,pos,0.8763314525867497,0.1236685474132519
Left Behind,In 8220Left Behind8221 Nicolas Cage plays an airline pilot whose biggest concern when the Rapture occurs is all those vanished passengers,0,neg,0.3096310247191187,0.6903689752808831
Left on Purpose,This documentary focuses on Mayer Vishner a man who has decided to end his life and finds the filmmaker in an uncomfortable position,0,pos,0.8987907774890861,0.10120922251091558
Legend,Brian Helgelands film immerses viewers in the sights and sounds of swinging 60s London showing how the brothers capitalized on their strutting image,0,pos,0.9964324347619573,0.003567565238037231
Legend of the Guardians: The Owls of Ga'Hoole,In Legend of the Guardians its good owl versus bad,0,pos,0.8898024345187425,0.11019756548125961
Legends of Oz: Dorothy's Return,A cast of familiar characters embarks on a rescue mission in the animated Legends of Oz Dorothys Return,0,pos,0.5885209003445614,0.411479099655438
Legion,In Legion the world ends not with a bang but with a short stack,0,neg,0.38756244586262195,0.6124375541373768
Legion of Brothers,This documentary tells the stories of Green Berets who were sent to topple the Taliban immediately after the Sept 11 terrorist attacks,0,pos,0.9586090352439496,0.04139096475604735
Lemon,Janicza Bravos feature debut centers on a wouldbe actor who is a failure in every respect,0,neg,0.39037787509512806,0.6096221249048718
Lenny Cooke,The documentary Lenny Cooke traces the title figure a basketball star whose supposed destiny never came to pass,0,pos,0.5300498192471856,0.4699501807528143
Les Misérables,Amid the grime power ballads and surging strings there is a familiar reassuring story of oppression liberation and redemption,0,pos,0.9965931728894531,0.0034068271105436943
Let Fury Have The Hour,Let Fury Have the Hour is a scrapbook of historical moments and progressive comments jostling for attention,0,pos,0.6334249288207672,0.3665750711792315
Let My People Go!,Let My People Go tosses gay stereotypes into a Jewish holiday adds the bedroomdoorbanging beats of French farce then piles on the dysfunction,0,pos,0.5656002855368173,0.43439971446318215
Let's Be Cops,Lets Be Cops brings together Damon Wayans Jr and Jake Johnson as two characters who need a boost and get one,0,pos,0.759685023902349,0.24031497609765126
Letters from Baghdad,A documentary about the British explorer Gertrude Bell focuses on her role in drawing the modern borders of Iraq,0,pos,0.9962525739355456,0.0037474260644545145
Letters to God,In this Christianthemed film a child with brain cancer writes letters to God and thereby touches the heart of an embittered harddrinking postal carrier,0,pos,0.7796991686577643,0.22030083134223827
Letters to Juliet,Amanda Seyfried stars in Letters to Juliet a film set in contemporary Verona Italy which explores two romances one old and one new,0,pos,0.9957942542314943,0.004205745768508194
Level Up,This British indie offers a cynical vision of technologyfostered callousness a runningman cocktail of brutality spiked with lowlevel humor,0,pos,0.5359768534405644,0.46402314655943366
Levitated Mass: The Story of Michael Heizer's Monolithic Sculpture,8220Levitated Mass8221 chronicles the transport of a 340ton boulder through Southern California to a sculptor8217s installation at the Los Angeles County Museum of Art,0,pos,0.9507981873521985,0.04920181264780445
Life,This movie offers proof of life on another planet sure but it is also the occasion for another Alientype deadly game of hideandseek,0,pos,0.7308930962540742,0.2691069037459282
Life As We Know It,Life as We Know It with Katherine Heigl and Josh Duhamel never deviates from the romanticcomedy formula but is well made for its corporate type,0,neg,0.10878018153685763,0.8912198184631396
Life Happens,Lfe Happens a film about an unplanned baby born to a young woman Krysten Ritter with two female roommates is a sister to similar comedies on TV,0,neg,0.45162337864915464,0.5483766213508431
Life Is Strange,Life Is Strange is an oral history of displaced European Jews as survivors recall their childhoods before and during the Holocaust with narration by a boy,0,pos,0.9993509378190659,0.0006490621809375423
Life of Pi,Life of Pi directed by Ang Lee and based on the novel by Yann Martel features a young man a tiger and lots of talk about God,0,pos,0.9253206853602656,0.07467931463973229
Life Partners,A lifelong friendship between two women is put to the test when one of them falls in love in 8220Life Partners8221,0,pos,0.853708322669514,0.14629167733048618
Lights Out,The director David F Sandberg extracts maximum frights from a simple concept an entity that appears in the dark and vanishes in the light,0,neg,0.2979067442725246,0.7020932557274774
Like Dandelion Dust,Like Dandelion Dust revisits the pain of a tug of war over an adopted child,0,pos,0.9623184740636558,0.03768152593634371
Lila and Eve,Viola Davis and Jennifer Lopez star in this revenge thriller directed by Charles Stone III 8220Drumline8221,0,neg,0.24465481419093638,0.7553451858090628
Limitless,An aspiring novelist finds a pharmaceutical cure for writers block But does he use this bounty to write more books,0,neg,0.41747550184769244,0.5825244981523038
Lion,Saroos journey begins when he accidentally travels more than 1000 miles from his home in central India to the streets of Calcutta,0,pos,0.9902266564134338,0.009773343586564343
Listen to Me Marlon,The documentary 8220Listen to Me Marlon8221 directed by Stevan Riley draws on audio recordings in which the actor talked about his life and career,0,pos,0.8822036219097416,0.11779637809025742
Listening,Khalil Sullins directed this technoparanoia fable about mind control and hardwired telepathy,0,pos,0.7892520403080671,0.21074795969193266
Little Boxes,A family ventures beyond the bubble of gentrified Brooklyn to a small town and is thrown out of its comfort zone,0,pos,0.8129705903924067,0.1870294096075927
Little Boy,Alejandro Monteverdes new film is set during World War II,0,pos,0.9632521085729632,0.03674789142703699
Little Fockers,In Little Fockers the addition of children and the passage of time lead Jack Robert De Niro to wonder if Greg Ben Stiller is ready to step into his role,0,pos,0.9908055706213156,0.00919442937868139
Live At the Foxes Den,In Live at the Foxes Den Jackson Rathbone of the Twilight movies plays a lawyer who quits his job to sing in a rundown club,0,pos,0.9259698638691085,0.07403013613088968
Live by Night,Ben Affleck directed and stars in this gangster movie set in the 1920s in which he tries to pour new wine into a bulletriddled vessel,0,pos,0.8961285089141735,0.10387149108582508
Live Cargo,This first feature by the director Logan Sandler has great acting stunning imagery and a vivid Caribbean setting But its words prove elusive,0,pos,0.7032352287500727,0.29676477124992545
Live From New York!,This documentary directed by Bao Nguyen and part of the Tribeca Film Festival chronicles that TV comedy show as a cultural institution but fails to explore its inner workings,0,pos,0.9786802759883034,0.0213197240116925
"Liza, Liza, Skies Are Grey",Teenagers on the run with a motorcycle and hints of the 1960s,0,pos,0.5369270333103293,0.46307296668967035
"Lo and Behold, Reveries of the Connected World",Werner Herzog interviews experts and others about the internet robots artificial intelligence and other aspects of our technologydriven world,0,pos,0.998669807264411,0.001330192735584817
Lockout,In Lockout Guy Pearce plays a soldier who must rescue the presidents daughter from kidnappers,0,pos,0.9378386801993968,0.06216131980060266
Logan,This is oldschool meets newschool pulp filled with intimations of mortality and raw ugly violence And once again Hugh Jackman plays the Wolverine,0,pos,0.9649595948027808,0.03504040519721814
Lola Versus,In Lola Versus boy dumps girl Girl hangs out with wacky friend Girl does yoga Girl meets another boy,0,pos,0.9375167371526492,0.062483262847351964
Lolo,Ms Delpy plays an indulgent divorced parent whose chance at happiness is threatened by her spoiled and scheming son,0,pos,0.824732024731716,0.17526797526828888
London Has Fallen,Aaron Eckhart plays Americans leader visiting London and Gerard Butler is his Secret Service protector when bloody chaos erupts,0,pos,0.9955696998490837,0.004430300150914625
Lone Survivor,Mark Wahlberg stars as an American soldier in Afghanistan in a film based on Marcus Luttrell8217s memoir,0,pos,0.9606277296112768,0.03937227038872515
Long Island Railroad Massacre,The documentary Long Island Railroad Massacre returns to the 1993 killings aboard a commuter train and catches up with those affected,0,neg,0.3838402026454258,0.6161597973545743
Long Way North,The movie follows 14yearold Sacha in the late 1800s as she goes off in search of her lost grandfather,0,pos,0.5841659218030635,0.41583407819693813
Looper,In Rian Johnsons Looper a young hit man Joseph GordonLevitt confronts his older self thanks to time travel,0,pos,0.9113734381261764,0.08862656187382349
Loosies,In Loosies directed by Michael Corrente the main character is a workingclass sort trying to get by with help from lifted wallets and watches,0,neg,0.40061441370672873,0.5993855862932694
Lord of the Dance 3D,The 3D film version of Michael Flatleys popular stage show Lord of the Dance gives viewers this Irish dancing spectacle in an extra dimension,0,pos,0.9841745784349404,0.015825421565058416
Losing Control,In Losing Control a Harvard doctoral student tries to make life choices using charts and experiments with expected results,0,pos,0.8190814978118631,0.18091850218813693
Lost Bohemia,Lost Bohemia Josef Astors documentary chronicles the eviction of the last residents of Carnegie Hall Studios,0,pos,0.9776772655342607,0.02232273446573753
Lost in Florence,Evan Oppenheimers film is a mild romantic drama with a guy perspective featuring beautiful women and a brutal athletic spectacle,0,pos,0.9291264013316947,0.07087359866830326
Lost in the Sun,Starring Josh Duhamel and Josh Wiggins this film follows the openroad adventure of a somewhat unlikely pair,0,pos,0.704270348643363,0.2957296513566359
Lottery Ticket,With help from Ice Cube and TPain Bow Wow deals with winning a megapot of money,0,neg,0.4193860140914782,0.5806139859085232
Louder Than Bombs,Gabriel Byrne Jesse Eisenberg Isabelle Huppert and Amy Ryan head the cast of Joachim Triers first Englishlanguage film,0,neg,0.26845072432938344,0.7315492756706166
Lourdes,One of the pleasures of Lourdes is that it takes place in the space between the inexplicable no explanation is possible and the unexplained,0,neg,0.40667709010072894,0.5933229098992692
Love,This fourth film from the Argentine director tells the story of a couple through physical encounters,0,pos,0.6583037480813086,0.34169625191869024
Love and Other Drugs,Jake Gyllenhaal and Anne Hathaway star in a romantic comedy set in the dawning of the age of Viagra,0,pos,0.9605932972149368,0.03940670278506398
Love Beats Rhymes,The rap luminary RZA and the hiphop musician Azealia Banks team up for a story of rap and poetry Love Beats Rhymes,0,pos,0.9838127547023567,0.016187245297645276
Love Crime,Alain Corneaus Love Crime works as a devilish satire on power and eros in the executive suite,0,pos,0.9910626818769558,0.008937318123044831
Love Etc.,Love Etc tries to explore the true nature of love in the city through the lives of eight New Yorkers,0,pos,0.9425909626211362,0.057409037378865775
Love In Space,Aaron Kwok and Ren Liu star in the comedy Love in Space,0,neg,0.08207757615566347,0.9179224238443374
Love the Coopers,Diane Keaton and John Goodman play a longmarried couple who have big news to deliver to the family once it gathers in Jessie Nelsons film,0,pos,0.8057485657076471,0.19425143429235545
Love Thy Nature,Sylvie Rokabs film narrated by Liam Neeson advocates redefining the relationship between humans and the natural world,0,pos,0.9966606082041449,0.00333939179585377
Loving Vincent,An innovative biopic explores the Dutch painters last days with the people he rendered on canvas being brought to uncanny life,0,pos,0.9953390033913275,0.00466099660867389
Lowriders,A father is immersed in the lowrider world while a son wants only to pursue his art And then another son is released from prison,0,pos,0.9749779853600109,0.0250220146399898
Lucky Bastard,In Lucky Bastard a contest in which the winner is invited to have sex with an actress from a pornographic film has grim consequences,0,pos,0.9766473133397193,0.02335268666027832
Lucky Stiff,An update of the play that opened Off Broadway in 1988 this film is about a shoe salesman who learns that an uncle he never met has left him a large inheritance,0,pos,0.8001140829098974,0.19988591709010634
Lucy,Luc Bessons new film Lucy turns Scarlett Johansson from a frowzy cheerful young woman into a killing machine,0,pos,0.9814899824103029,0.01851001758969714
Lullaby,An obnoxious young man learns life lessons as his father nears death in Lullaby the directorial debut of Andrew Levitas,0,pos,0.9437862407932559,0.0562137592067461
Lunch,The documentary Lunch directed by Donna Kanter looks at a group of comedy veterans including Sid Caesar Carl Reiner and Gary Owens who gather together over the years,0,neg,0.2823565159675466,0.717643484032449
Lung Neaw Visits His Neighbors,Time slows to a crawl in Lung Neaw Visits His Neighbors the first feature by the Argentineborn New Yorkbased Thai artist Rirkrit Tiravanija,0,pos,0.9494998988205335,0.0505001011794656
M.S. Dhoni: The Untold Story,The life of the captain of the winning 2011 World Cup team is recounted in this biopic from Neeraj Pandey,0,pos,0.8032788571331256,0.19672114286687362
Macbeth,Justin Kurzels film suggests that there is a timeless quality to slaughter raising questions about Macbeths guilt and freedom of will,0,pos,0.9805549331999882,0.019445066800011845
MacGruber,Will Forte stars as the title character in MacGruber an action comedy film based on the Saturday Night Live sketch,0,neg,0.11823284535198042,0.8817671546480194
Machete,Robert Rodriguezs splatter comedy Machete is a liveaction comic book with roots in the pungent swamp of 1970s B movies,0,neg,0.18349279508663896,0.816507204913361
Machete Kills,In the violencefilled Machete Kills Danny Trejo is called upon to ward off catastrophe,0,neg,0.014363178349644299,0.9856368216503576
Mad Tiger,This documentary follows a punk band as rifts form when one member quits and opens a bar,0,pos,0.8188535942027927,0.18114640579720614
Mad Women,Characters in Jeff Lipsky8217s dramedy include a mother running for mayor a father facing a rape charge and a daughter trying to help her mother manage,0,neg,0.06419271907504365,0.9358072809249596
Madagascar 3: Europe's Most Wanted,Alex Marty Gloria and Melman are fleeing animal control in the latest Madagascar back with some favorites like the penguins,0,pos,0.8225049447368505,0.17749505526314857
Madame Bovary,This costumedrama adaptation of Flaubert8217s 8220Madame Bovary8221 stays true to the plot,0,pos,0.6927108609184875,0.30728913908151273
Madea's Big Happy Family,The latest movie in Tyler Perrys Madea franchise goes lighter on the humor heavier on the melodrama,0,pos,0.5321382437708467,0.46786175622915444
Mademoiselle C,As one person says in the documentary Mademoiselle C Carine Roitfeld the 58yearold former editor of French Vogue is the sexiest girl in fashion,0,neg,0.08047499381448588,0.9195250061855148
"Madrid, 1987",Jos Sacristn plays a dismissive journalist in Madrid 1987 who opens up to a young woman who he hopes to seduce,0,pos,0.9723073330924319,0.02769266690756743
Magic in the Moonlight,In Woody Allens Magic in the Moonlight a magician is summoned to the French Riviera to expose a young clairvoyant who has won over a rich family,0,pos,0.7333888340458172,0.2666111659541866
Magic Trip: Ken Kesey's Search for a Kool Place,Alex Gibney and Alison Ellwoods documentary Magic Trip chronicles the 1964 acidfueled crosscountry bus journey of the author Ken Kesey and his friends,0,pos,0.9510150260403303,0.048984973959674896
Magical Universe,Jeremy Workman8217s 8220Magical Universe8221 is a homevideo introduction to Al Carbee and his odd glam Barbie photography,0,pos,0.9543511911081334,0.045648808891866434
Magnus,Even fans of chess might struggle to connect with the cursory approach to this documentarys subject the prodigy Magnus Carlsen and to the game itself,0,pos,0.9942786805501982,0.005721319449801823
Mahler on the Couch,Mahler on the Couch dramatizes Gustav Mahlers tempestuous marriage and his consultation with Sigmund Freud,0,pos,0.9904138267427606,0.009586173257240864
Making a Killing,This documentary focuses on the role of the National Rifle Association in blocking legislation to tighten gun laws,0,pos,0.9702778153057086,0.029722184694294305
Mala Mala,The directors of this documentary Dan Sickles and Antonio Santini interview prostitutes drag queens smallbusiness owners and activists about their transitions and relationships,0,pos,0.9735929335064828,0.0264070664935189
Maleficent,As the title character in Maleficent Angelina Jolie is the focus of a rethinking of the 1959 Disney animated film Sleeping Beauty,0,pos,0.7302610207800383,0.2697389792199597
Mama,Mama is a horror ghost story that offers pictorial beauty an atmosphere throbbing with dread and actors so good that you dont want anyone to take an ax to them,0,pos,0.8938710226740444,0.10612897732595176
Mammuth,In Mammuth Grard Depardieu plays a French retiree who finds that no one much respects him the work hes done or the idea that he deserves a graceful retirement,0,pos,0.9270808475978812,0.07291915240211973
Man Down,Dito Montiels film which stars Shia LaBeouf as a scarred veteran imparts the urgency of its issue more effectively with statistics than with its script,0,neg,0.09448955367015266,0.9055104463298469
Man From Reno,This Japanese film directed by Dave Boyle has an undercurrent of dark comedy as an oddball pair of sleuths a mystery writer and a sheriff investigate two disappearances,0,pos,0.8640680051808959,0.1359319948191015
Man of Steel,Man of Steel weaves the Superman story into the fabric of 20thcentury America and surrounds it with epicscale cosmic effects,0,pos,0.9958703969984022,0.004129603001597815
Man on a Ledge,In Man on a Ledge an expolice officer who has been wrongly imprisoned escapes and stalls for time by climbing onto the 21stfloor ledge of a hotel,0,neg,0.3905210664287866,0.6094789335712179
