display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
Miles Ahead,R,1,MANOHLA DARGIS,"Review: ‘Miles Ahead,’ an Impressionistic Take on Miles Davis","Don Cheadle stars in — and directed — this biopic about the jazz trumpeter, who was a sly chameleon, both in his life and in his music.",2016-03-31,2016-04-01,2017-11-02 4:18,NA,Biography,0,"Steven Baigelman (screenplay), Don Cheadle (screenplay), Steven Baigelman (story), Don Cheadle (story), Stephen J. Rivele (story), Christopher Wilkinson (story)",0,0
Miss Hokusai,PG-13,1,GLENN KENNY,"Review: In ‘Miss Hokusai,’ an Apprentice to the Artistic Life",This extraordinary film is a lively inquiry into the life of the daughter of the 19th-century Japanese painter Katsushika Hokusai.,2016-10-13,2016-10-14,2017-11-02 4:18,216202,Animation,1,"Hinako Sugiura (comic ""Sarusuberi""), Miho Maruo (screenplay), Stephanie Sheh (english adaptation)",1,0
Miss Peregrine’s Home for Peculiar Children,PG-13,1,MANOHLA DARGIS,"Review: In ‘Miss Peregrine’s Home,’ Chasing Grandpa’s Stories Down a Rabbit Hole",Tim Burton’s adaptation of the novel by Ransom Riggs describes the adventures of an adolescent who travels through time to prove his grandfather right.,2016-09-29,2016-09-30,2017-11-02 4:18,87240689,Adventure,0,"Ransom Riggs (based upon the novel written by), Jane Goldman (screenplay by)",1,0
Mission to Lars,NA,1,NEIL GENZLINGER,Review: ‘Mission to Lars’ Follows Siblings’ Quest to Fulfill Their Disabled Brother’s Dream,"This documentary focuses on a man with fragile X syndrome whose lifelong wish has been to meet Lars Ulrich, the drummer for Metallica.",2015-09-24,2015-09-25,2017-11-02 4:18,NA,Documentary,0,N/A,1,0
Mistaken for Strangers,NA,1,JEANNETTE CATSOULIS,"A Rock Star and a Roadie, Brothers After All",A scruffy documentary of the band the National’s 2010-11 European tour is less about the music than about left-field interviews with bemused band members.,2014-03-27,2014-03-28,2017-11-02 4:18,103632,Documentary,0,N/A,0,0
Mister Universo,NA,1,GLENN KENNY,"Review: Out of Luck, and Seeking a Strongman in ‘Mister Universo’",The Italian directors Tizza Covi and Rainer Frimmel’s hybrid of a film follows a young man on a sort of odyssey across Italy.,2017-07-20,2017-07-21,2017-11-02 4:18,NA,Drama,1,Tizza Covi,0,0
Mistress America,R,1,STEPHEN HOLDEN,"Review: ‘Mistress America,’ a Noah Baumbach Comedy on Getting By in a Backbiting World","This smart, fast-paced film, advertised as a screwball comedy, subverts this most buoyant of genres with a steady undertow of anxiety, dread and anger.",2015-08-13,2015-08-14,2017-11-02 4:18,NA,Comedy,0,"Noah Baumbach, Greta Gerwig",1,0
Moneyball,PG-13,1,MANOHLA DARGIS,Throwing a Digital-Age Curveball,"Brad Pitt plays Billy Beane, the baseball executive who challenged traditions of the game, in “Moneyball.”",2011-09-22,2011-09-23,2017-11-02 4:18,75605492,Biography,0,"Steven Zaillian (screenplay), Aaron Sorkin (screenplay), Stan Chervin (story), Michael Lewis (book)",0,1
Monster Trucks,PG,1,ANDY WEBSTER,"Review: Horses Under the Hood? In ‘Monster Trucks,’ Try a Cephalopod",A small-town teenager and a creature released by a geyser are unlikely friends in this live-action eco-fable from the “Ice Age” director Chris Wedge.,2017-01-12,2017-01-13,2017-11-02 4:18,33243820,Action,0,"Derek Connolly (screenplay by), Matthew Robinson (story by), Jonathan Aibel (story by), Glenn Berger (story by)",0,0
Moonlight,R,1,A. O. SCOTT,‘Moonlight’: Is This the Year’s Best Movie?,Our critic A.O. Scott says this film about a young black man’s coming of age is both a disarmingly personal film and an urgent social document.,2016-10-20,2016-10-21,2017-11-02 4:18,27850910,Drama,0,"Barry Jenkins (screenplay by), Tarell Alvin McCraney (story by)",0,1
Moonrise Kingdom,PG-13,1,MANOHLA DARGIS,"Scouting Out a Paradise: Books, Music and No Adults","Wes Anderson’s new film, “Moonrise Kingdom,” is a self-consciously once-upon-a-time tale of two romantic 12-year-olds who create their own paradise by running away.",2012-05-24,2012-06-29,2017-11-02 4:18,45507865,Adventure,0,"Wes Anderson, Roman Coppola",0,1
Morris From America,R,1,A. O. SCOTT,Review: ‘Morris From America’: A 13-Year-Old Stranger in a Strange Land,"An American teenager seeks his place in the world in Heidelberg, Germany.",2016-08-18,2016-08-19,2017-11-02 4:18,88932,Comedy,0,Chad Hartigan,0,0
Most Beautiful Island,NA,1,ANDY WEBSTER,"Review: ‘Most Beautiful Island,’ an Immigrant’s New York Nightmare","This suspense film, about a woman entering a rabbit hole of urban peril, is an effective writing-directing debut for Ana Asensio, who also stars.",2017-11-02,2017-11-03,2017-11-10 17:44,NA,Drama,1,Ana Asensio,1,0
Mr. Right,R,1,ANDY WEBSTER,"Review: ‘Mr. Right,’ With Anna Kendrick, Dips Into a Tricky Genre","This hybrid action thriller and romantic comedy follows Martha, who meets a blithe charmer and discovers that he’s a hit man.",2016-04-07,2016-04-08,2017-11-02 4:18,25369,Action,0,Max Landis,0,0
Mud,PG-13,1,A. O. SCOTT,"Hiding From Trouble, Found by Innocents","In Jeff Nichols’s third feature, two Arkansas boys discover a boat on an overgrown island in the Mississippi River, and also discover the leathery loner who inhabits it.",2013-04-25,2013-05-10,2017-11-02 4:18,21589307,Drama,0,Jeff Nichols,0,0
Mudbound,R,1,A.O. SCOTT,"Review: ‘Mudbound’ Is a Racial Epic Tuned to Black Lives, and White Guilt",Dee Rees’s new film illuminates the daily cruelties in post-World War II Mississippi.,2017-11-16,2017-11-17,2017-12-16 17:44,NA,Drama,1,"Virgil Williams (screenplay by), Dee Rees (screenplay by), Hillary Jordan (based on the novel by)",0,1
Mundo Alas,NA,1,NEIL GENZLINGER,An Unusual Concert Tour,"León Gieco, the well-known Argentine folk singer, is determined to put the spotlight on others in the documentary “Mundo Alas” (“World Wings”).",2010-08-05,2010-08-06,2017-11-02 4:18,NA,Documentary,0,"Fernando Molnar, Fernanda Ribeiz, Sebastián Schindel",0,0
Musicwood,NA,1,JEANNETTE CATSOULIS,The Politics of Acoustic Guitars,"“Musicwood,” a documentary by Maxine Trump, examines the thicket of issues that pit Native Americans in Alaska against the makers of acoustic guitars.",2013-10-31,2013-11-01,2017-11-02 4:18,NA,Documentary,1,N/A,0,NA
My Golden Days,R,1,MANOHLA DARGIS,"Review: In ‘My Golden Days,’ Aching for a Love Left Behind",Arnaud Desplechin’s film tells of a middle-aged anthropologist and the women who left their imprint on different stages of his life.,2016-03-17,2016-03-18,2017-11-02 4:18,NA,Drama,0,"Arnaud Desplechin (scenario), Julie Peyr (scenario), Nicolas Saada (scenario consultant)",0,0
My Joy,NA,1,MANOHLA DARGIS,A Tale of Russia Haunted by Ghosts and the Living Dead,"“My Joy,” directed by Sergei Loznitsa, creates an air of dread that instantly settles around a young truck driver.",2011-09-29,2011-09-30,2017-11-02 4:18,3756,Adventure,0,Sergei Loznitsa (screenplay),0,0
My King,NA,1,JEANNETTE CATSOULIS,"Review: In ‘My King,’ Blindly Falling Fast and Furious","Told in flashback, this film follows the collision and decade-long duel between a guarded lawyer and an impulsively charismatic restaurateur.",2016-08-11,2016-08-12,2017-11-02 4:18,53920,Drama,1,"Etienne Comar (screenplay), Maïwenn (screenplay)",0,0
My Piece of the Pie,Not Rated,1,STEPHEN HOLDEN,"Prince of the Universe, and His Maid","In “My Piece of the Pie,” Cédric Klapisch portrays the relationship between a business wheeler-dealer and his housekeeper.",2011-12-08,2011-12-09,2017-11-02 4:18,4213,Comedy,0,Cédric Klapisch (scenario),1,NA
"My Voice, My Life",NA,1,HELEN T. VERONGOS,"Review: ‘My Voice, My Life,’ a Story of Hong Kong Student Actors","This documentary from Ruby Yang, about students who are not the expected high achievers, captures the feeling of spreading one&#8217;s wings onstage for the first time.",2015-08-27,2015-08-28,2017-11-02 4:18,NA,Documentary,1,N/A,1,0
Nana,NA,1,JEANNETTE CATSOULIS,"Tiny Actress, a Spare Script and Huge Revelations","“Nana,” a French film by Valérie Massadian, sees the world through the eyes of a 4-year-old girl on a farm.",2013-01-24,2013-01-25,2017-11-02 4:18,NA,Drama,0,"Ai Yazawa (comic), Taeko Asano (screenplay), Kentarô Ohtani (screenplay)",1,0
Nebraska,R,1,A. O. SCOTT,You May Already Be a Winner. Or Not.,"“Nebraska,” Alexander Payne’s fourth film set at least partly in his home state, stars Bruce Dern, Will Forte and June Squibb in a comedy that gets under a cantankerous older man’s skin.",2013-11-14,2014-01-24,2017-11-02 4:18,11348612,Adventure,0,Bob Nelson,0,1
Neil Young Journeys,PG,1,STEPHEN HOLDEN,Old Man of Rock Takes a Road Trip,"In Jonathan Demme’s new documentary, “Neil Young Journeys,” the roar is more earthshaking than earsplitting.",2012-06-28,2012-06-29,2017-11-02 4:18,214588,Documentary,0,N/A,0,NA
Neil Young Trunk Show: Scenes From a Concert,NA,1,MIKE HALE,A Return to Neil Young’s Stage,"Beautifully lighted and meticulously recorded, “Neil Young Trunk Show” looks and sounds like several million bucks.",2010-03-18,2010-03-19,2017-11-02 4:18,NA,NA,NA,NA,NA,NA
Nenette,Not Rated,1,JEANNETTE CATSOULIS,"A Meditation on Captivity, Featuring an Orangutan",The voices of visitors to a Paris zoo serve as a soundtrack to Nicolas Philibert’s new film.,2010-12-21,2010-12-24,2017-11-02 4:18,NA,Drama,0,"Claire Denis, Jean-Pol Fargeau",0,0
Niki and Flo,NA,1,By A.&#160;O. SCOTT,Examining Romanian Fault Lines,"In “Niki and Flo,” two aging neighbors linked by the marriage of their children represent a bridge — and also a battle — between the old Romania and the new.",2012-02-29,2012-03-02,2017-11-02 4:18,NA,Drama,0,"Cristi Puiu, Razvan Radulescu",0,NA
Nise: The Heart of Madness,NA,1,NEIL GENZLINGER,"Review: ‘Nise,’ the Therapist Who Resisted Lobotomies",A drama from Brazil about a psychiatrist who defied medical orthodoxy and treated patients with paint brushes instead of spikes and electroshock therapy.,2017-04-27,2017-04-28,2017-11-02 4:18,NA,Biography,0,"Flávia Castro (screenplay), Mauricio Lissovski (screenplay), Maria Camargo (screenplay), Chris Alcazar (screenplay), Patrícia Andrade (final screenplay), Leonardo Rocha (final screenplay), Roberto Berliner (final screenplay)",0,0
No No: A Dockumentary,NA,1,DANIEL M. GOLD,A Lightning Rod in a Game With Bats,"“No No: A Dockumentary” looks at the career of Dock Ellis, a pitcher with the Pittsburgh Pirates.",2014-09-04,2014-09-05,2017-11-02 4:18,NA,Documentary,0,N/A,0,0
Nobody's Watching,NA,1,GLENN KENNY,"Review: ‘Nobody’s Watching,’ an Actor’s Immigration and Alienation","An Argentine actor, played by Guillermo Pfening, pins his hopes on a movie career in America.",2017-09-07,2017-09-08,2017-11-02 4:18,NA,Comedy,0,"Bill Lawrence, Neil Goldman, Garrett Donovan",0,NA
Norman,R,1,A.O. SCOTT,"Review: Richard Gere as ‘Norman,’ an Aspirational Fixer","‘Norman: The Moderate Rise and Tragic Fall of a New York Fixer,’ Joseph Cedar’s latest film, pits Jew against Jew on the fringes of power and influence.",2017-04-13,2017-04-14,2017-11-02 4:18,3814868,Drama,0,Joseph Cedar,0,0
Northern Light,NA,1,JEANNETTE CATSOULIS,Racing by Snowmobile for Economic Survival in Michigan,"The documentary “Northern Light” is a sneakily compelling, endlessly patient observation of three working-class families in the Upper Peninsula of Michigan.",2014-06-15,2013-03-01,2017-11-02 4:18,NA,Drama,0,David Lammers,0,0
Nostalgia For The Light,NA,1,STEPHEN HOLDEN,Chile’s Past Is Present in the Desert,“Nostalgia for the Light” is the director Patricio Guzmán’s cinematic essay on the search for both our cosmic origins and disappeared political prisoners.,2011-03-17,2011-03-17,2017-11-02 4:18,96142,Documentary,0,Patricio Guzmán,0,0
Nothing Personal,NA,1,JEANNETTE CATSOULIS,Tensions Between Companionship and Solitude,Lotte Verbeek and Stephen Rea star in Urszula Antoniak’s maddeningly enigmatic and sensuous “Nothing Personal.”,2010-11-18,2010-11-19,2017-11-02 4:18,NA,Drama,1,Urszula Antoniak,1,0
Nowhere to Hide,NA,1,JEANNETTE CATSOULIS,Review: ‘Nowhere to Hide’ for an Iraqi Nurse Still Clinging to Hope,A documentary observes the rising tide of danger and displacement for families living in central Iraq amid the arrival of the Islamic State.,2017-06-22,2017-06-23,2017-11-02 4:18,NA,Action,0,Myung-se Lee,0,0
O.J.: Made in America,NA,1,A. O. SCOTT,"Review: ‘O.J.: Made in America,’ an Unflinching Take on His Rise and Fall","This ESPN documentary extends the narrative beyond the O.J. Simpson murder trial, as a biography and a history of race, fame, sports and Los Angeles.",2016-05-19,2016-05-20,2017-11-02 4:18,NA,Documentary,0,N/A,0,1
Of Gods and Men,PG-13,1,A. O. SCOTT,Between Heaven and Earth,“Of Gods and Men” is based on the true story of a group of French Cistercian Trappist monks caught up (and ultimately killed) in the violence that engulfed Algeria in the 1990s.,2011-02-24,2011-03-25,2017-11-02 4:18,3200000,Drama,0,"Xavier Beauvois (adaptation), Etienne Comar (scenario)",0,1
Of Men and War,NA,1,JEANNETTE CATSOULIS,Review: ‘Of Men and War’ Chronicles the Trauma of Combat Veterans,"This documentary, filmed almost entirely in a California therapy center, follows a dozen war veterans racked with emotional suffering.",2015-11-05,2015-11-06,2017-11-02 4:18,NA,Documentary,0,"Laurent Bécue-Renard, Laurent Bécue-Renard",NA,0
Oki's Movie,NA,1,NICOLAS RAPOLD,A Sketch Artist Animates a Fraternity of Bumblers,"“Oki’s Movie,” in four parts, explores film school and romance from the points of view of three characters.",2012-04-15,2012-04-18,2017-11-02 4:18,NA,Comedy,0,Sang-soo Hong,0,0
Okja,NA,1,A.O. SCOTT,"Review: In ‘Okja,’ a Girl and Her Pig Take on the Food Industrial Complex",Bong Joon-ho’s latest film on Netflix is a high-speed satire with a conscience and a heart. And Tilda Swinton in braces.,2017-06-27,2017-06-28,2017-11-02 4:18,NA,Action,0,"Joon-ho Bong (screenplay by), Jon Ronson (screenplay by), Joon-ho Bong (story by)",1,0
Older Than Ireland,NA,1,ANDY WEBSTER,"Review: In ‘Older Than Ireland,’ Centenarians Recall Early and Latter Days","Thirty wry old-timers are impressive raconteurs in this documentary directed by Alex Fegan, released during the centenary of the Easter Rising.",2016-04-28,2016-04-29,2017-11-02 4:18,NA,Documentary,0,Alex Fegan,0,NA
"One Cut, One Life",NA,1,STEPHEN HOLDEN,"Review: With &#8216;One Cut, One Life,&#8217; Ed Pincus and Lucia Small Document His Illness","In his final years, the documentary pioneer Ed Pincus joined with the filmmaker Lucia Small, to record his medical struggles and their own collaboration.",2015-05-13,2015-05-15,2017-11-02 4:18,8683,Documentary,1,"Ed Pincus, Lucia Small, Lucia Small",0,NA
One Hundred Mornings,NA,1,JEANNETTE CATSOULIS,Conor Horgan’s ‘One Hundred Mornings’,Conor Horgan’s “One Hundred Mornings” uses an apocalyptic event as a springboard into the human psyche.,2011-03-24,2011-03-25,2017-11-02 4:18,NA,Drama,0,Conor Horgan,0,0
Only the Brave,PG-13,1,ANDY WEBSTER,Review: ‘Only the Brave’ Is an Inspiring Tale of Firefighter Sacrifice,"This action drama from Joseph Kosinski — about the Granite Mountain Hotshots of Prescott, Ariz. — offers some real feeling under a schematic surface.",2017-10-19,2017-10-20,2017-11-17 17:44,18255680,Biography,0,"Sean Flynn (based on the GQ article ""No Exit"" by), Ken Nolan, Eric Warren Singer",0,0
Operation Avalanche,R,1,JEANNETTE CATSOULIS,"Review: ‘Operation Avalanche,’ a Tale of Film Nerds on a Kubrick Caper",Matt Johnson and Owen Williams star in this period comedy-thriller about film nerds on a spy mission sneaking onto a set of “2001: A Space Odyssey.”,2016-09-15,2016-09-16,2017-11-02 4:18,NA,Drama,0,"Josh Boles, Matt Johnson",0,0
Optimisti,NA,1,STEPHEN HOLDEN,"Best of All Possible Worlds: When Life Gives You Mud, Take a Mud Bath","“The Optimists” consists of five vignettes, each of whose cynical stories of humble people embracing absurd illusions illustrate the universal impulse to believe in a better future, no matter what.",2011-07-27,2011-07-28,2017-11-02 4:18,NA,Animation,0,"Mikheil Kobakhidze, Sulkhan-Saba Orbeliani (short story)",NA,NA
"Orgasm, Inc.",NA,1,JEANNETTE CATSOULIS,The Link Between Female Sexuality and Corporate Profits,“Orgasm Inc.” walks a careful line between lighthearted exposé and gimlet-eyed journalism.,2011-02-10,2011-02-11,2017-11-02 4:18,47622,Documentary,1,N/A,0,0
Orion: The Man Who Would Be King,NA,1,NEIL GENZLINGER,Review: ‘Orion’ Tells an Elvis Tale,"Jeanie Finlay’s documentary tracks the Presley sound-alike singer Jimmy Ellis, whose career took off after Presley’s death.",2015-12-03,2015-12-04,2017-11-02 4:18,NA,Documentary,1,Jeanie Finlay,0,0
Ouija: Origin of Evil,PG-13,1,NEIL GENZLINGER,"Review: In ‘Ouija: Origin of Evil,’ a Youngster Who Nails ‘Creepy’","In this prequel to “Ouija,” Lulu Wilson delivers chills as a girl with a psychic link to a malevolent board game.",2016-10-20,2016-10-21,2017-11-02 4:18,34904885,Horror,0,"Mike Flanagan, Jeff Howard, Juliet Snowden (based on characters created by), Stiles White (based on characters created by)",1,0
Our Last Tango,NA,1,ANDY WEBSTER,Review: ‘Our Last Tango’ Celebrates Two Virtuosos of the Form,"German Kral’s documentary is a portrait of the dancers María Nieves and Juan Carlos Copes, leading tango performers for almost 50 years.",2016-04-14,2016-04-15,2017-11-02 4:18,99928,Documentary,0,"German Kral, Daniel Speck",1,0
Papirosen,NA,1,JEANNETTE CATSOULIS,The Holocaust Lives on in a Fractured Family,"“Papirosen,” a documentary by the filmmaker Gastón Solnicki, follows generations of his Polish-Argentine family.",2014-01-23,2014-01-24,2017-11-02 4:18,NA,Documentary,0,N/A,1,0
Paradise: Hope,Not Rated,1,STEPHEN HOLDEN,"Amid Tortures Of the Flesh, A Na&iuml;ve Crush ","“Paradise: Hope,” the third installment in Ulrich Seidl’s grim film trilogy, centers on an adolescent girl who is sent to a summer weight-loss camp.",2013-12-16,2013-12-18,2017-11-02 4:18,4184,Drama,0,"Ulrich Seidl (screenplay), Veronika Franz (screenplay)",1,0
ParaNorman,PG,1,MANOHLA DARGIS,Seeing Ghosts Wherever He Looks,"Norman, the focus of this beautiful-looking 3-D stop-motion animation, is an 11-year-old who cannot only see dead people, but is happy to hang out with them.",2012-08-16,2012-08-17,2017-11-02 4:18,55994557,Animation,0,Chris Butler,0,1
Paterson,R,1,MANOHLA DARGIS,"Review: In Jim Jarmusch’s ‘Paterson,’ a Meditative Flow of Words Into Poetry","This story of a soulful bus driver and basement poet is deceptively simple and nearly perfect, with a likely nod to William Carlos Williams.",2016-12-27,2016-12-28,2017-11-02 4:18,2141423,Comedy,0,"Jim Jarmusch, William Carlos Williams (poem), Ron Padgett (poems)",0,0
Paul Taylor: Creative Domain,NA,1,RACHEL SALTZ,Review: &#8216;Paul Taylor: Creative Domain&#8217; Shows a Choreographer at Work,"Kate Geis&#8217;s absorbing new documentary follows a Taylor dance, &#8220;Three Dubious Memories,&#8221; as it takes shape in a matter of weeks.",2015-09-10,2015-09-11,2017-11-02 4:18,8150,Documentary,1,N/A,NA,NA
Pawn Sacrifice,PG-13,1,NEIL GENZLINGER,"Review: ‘Pawn Sacrifice,’ Another Take on the Royal Game",Edward Zwick directs this film interpretation of the superpowers’ chess battle waged by Bobby Fischer and Boris Spassky in 1972.,2015-09-15,2015-09-25,2017-11-02 4:18,1696603,Biography,0,"Steven Knight (screenplay), Stephen J. Rivele (story), Christopher Wilkinson (story), Steven Knight (story)",0,0
Pelican Dreams,G,1,NEIL GENZLINGER,"It&#8217;s a Plane! No, It&#8217;s a Bird ","&#8220;Pelican Dreams&#8221; is a study of California&#8217;s brown pelicans by Judy Irving, the director of &#8220;The Wild Parrots of Telegraph Hill.&#8221;",2014-11-06,2014-11-07,2017-11-02 4:18,NA,Documentary,1,Judy Irving,0,NA
Personal Shopper,R,1,A.O. SCOTT,Review: Kristen Stewart Is Entrancing as a Haunted ‘Personal Shopper’,Olivier Assayas’s new film is both a supernatural thriller and an unnerving inquiry into the drift and mystery of modern life.,2017-03-09,2017-03-10,2017-11-02 4:18,1305195,Drama,0,Olivier Assayas,1,0
Phantom Halo,R,1,HELEN T. VERONGOS,"Review: &#8216;Phantom Halo,&#8217; a Crime Caper With Thomas Brodie-Sangster","Rebecca Romijn and Luke Kleintank are also in the cast of this drama, which focuses on the sons of a dissolute father.",2015-06-18,2015-06-19,2017-11-02 4:18,NA,Crime,1,"Antonia Bogdanovich, Antonia Bogdanovich, Anne Heffron, Anne Heffron",0,0
Phantom Thread,R,1,A.O. SCOTT,Review: Daniel Day-Lewis Sews Up Another Great Performance in ‘Phantom Thread’,Paul Thomas Anderson’s latest film is a luxuriant love story set in 1950s London.,2017-12-24,2017-12-25,2018-01-24 17:44,947190,Drama,0,Paul Thomas Anderson,0,1
Philomena,PG-13,1,STEPHEN HOLDEN,Nasty Nuns Can’t Shake a Faith,Stephen Frears’s “Philomena” follows a Irishwoman forced to give up her son for adoption in the 1950s and the freelance reporter who helps her search for him.,2013-11-21,2013-11-27,2017-11-02 4:18,NA,Biography,0,"Steve Coogan (screenplay), Jeff Pope (screenplay), Martin Sixsmith (book)",1,1
Plot for Peace,NA,1,DANIEL M. GOLD,A Wheeler-Dealer Turned Broker for Racial Justice,The documentary &#8220;Plot for Peace&#8221; centers on a French commodities trader who helped broker a peaceful end to apartheid in South Africa.,2014-10-30,2014-10-31,2017-11-02 4:18,2554,Documentary,1,Stephen Smith,0,0
Poetry,Not Rated,1,MANOHLA DARGIS,"Consider an Apple, Consider the World","The South Korean director Lee Chang-dong’s devastating, humanistic film “Poetry” is about the importance of looking closely at the world.",2011-02-10,2011-02-11,2017-11-02 4:18,355044,Drama,0,Chang-dong Lee,1,0
Ponies,NA,1,NEIL GENZLINGER,The Seedy Betting Parlor Where Dreams Go to Die,“Ponies” involves the interactions of three immigrants from different continents who converge at a ratty New York City betting parlor.,2012-07-12,2012-07-13,2017-11-02 4:18,NA,Drama,0,"Mike Batistick (based on his play), Mike Batistick (screenplay)",0,NA
Praia do Futuro,Not Rated,1,JEANNETTE CATSOULIS,"Review: In ‘Futuro Beach,’ a Haunted Lifeguard Searches for Peace",This elliptical gay romance by the Brazilian writer and director Karim A&#239;nouz follows its heroes from the warmly golden beach of the title to the cool dampness of Berlin.,2015-02-26,2015-02-27,2017-11-02 4:18,NA,NA,NA,NA,NA,NA
Premium Rush,PG-13,1,MANOHLA DARGIS,No Breaks for a Rider in a Hurry,“Premium Rush” stars Joseph Gordon-Levitt as a bicycle messenger racing around New York City.,2012-08-23,2012-08-24,2017-11-02 4:18,20275446,Action,0,"David Koepp, John Kamps",0,0
Prevenge,NA,1,JEANNETTE CATSOULIS,"Review: ‘Prevenge,’ Orchestrated by a Fiendish Fetus","Alice Lowe wrote, directed and stars in this British film about a pregnant serial killer on a darkly comedic odyssey dictated by her malicious fetus.",2017-03-22,2017-03-24,2017-11-02 4:18,NA,Comedy,1,Alice Lowe,1,0
Prince of Broadway,NA,1,JEANNETTE CATSOULIS,A Street Hustler Becomes a Reluctant Father,"Like its subject, the movie is sharp, charismatic and so light on its feet we never know which way it will turn.",2010-09-02,2010-09-03,2017-11-02 4:18,20450,Drama,0,"Sean Baker, Darren Dean",0,0
Professor Marston and the Wonder Women,R,1,MANOHLA DARGIS,"Review: ‘Professor Marston,’ With Kinks! Pleasures! Female Power!","In “Professor Marston and the Wonder Women,” the writer-director Angela Robinson tells a knotty story with wit, sympathy and economy.",2017-10-12,2017-10-13,2017-11-03 16:44,1583641,Biography,1,Angela Robinson,0,0
Project X,R,1,NEIL GENZLINGER,A Teenage ‘Home Alone’ Gone Wild,"Thomas Mann plays a high-school nobody who goes down in history after an extreme party in “Project X,” directed by Nima Nourizadeh.",2012-03-01,2012-03-02,2017-11-02 4:18,53400000,Comedy,0,"Matt Drake (screenplay), Michael Bacall (screenplay), Michael Bacall (story)",0,0
Putty Hill,Not Rated,1,STEPHEN HOLDEN,"Drugs, Death and Downward Mobility in Baltimore","Matt Porterfield’s “Putty Hill” is a moody fusion of fiction and documentary, set in a working-class neighborhood in Baltimore.",2011-02-17,2011-02-18,2017-11-02 4:18,48644,Drama,0,"Jordan Mintzer (story), Matthew Porterfield (story), Matthew Porterfield",1,0
Queen of Katwe,PG,1,A. O. SCOTT,"Review: In ‘Queen of Katwe,’ a Pawn Finds Her Crown Through Chess","In this stirring underdog story directed by Mira Nair, Madina Nalwanga plays a young Ugandan with a gift for chess, supported by Lupita Nyong’o as her mother.",2016-09-22,2016-09-30,2017-11-02 4:18,8874389,Biography,1,"William Wheeler (screenplay by), Tim Crothers (based on the ESPN Magazine article and book by)",1,0
Queen of the Sun: What Are the Bees Telling Us?,NA,1,JEANNETTE CATSOULIS,‘Queen of the Sun: What Are the Bees Telling Us?’,"“Queen of the Sun,” Taggart Siegel’s revelatory documentary on honeybees, beekeepers and colony collapse disorder.",2011-06-09,2010-04-01,2017-11-02 4:18,183692,Documentary,0,N/A,0,0
Queen to Play,Not Rated,1,STEPHEN HOLDEN,Chess as a Slow Dance of Seduction,"In Caroline Bottaro’s slight but captivating “Queen to Play,” Sandrine Bonnaire plays a chambermaid empowered by her mastery of chess.",2011-03-31,2011-04-01,2017-11-02 4:18,478572,Drama,1,"Caroline Bottaro, Bertina Henrichs (novel)",1,0
Quest,NA,1,A.O. SCOTT,Review: ‘Quest’ Is a Moving Portrait of an American Family,This documentary from Jonathan Olshefski follows a North Philadelphia family through the Obama years.,2017-12-07,2017-12-08,2017-12-22 17:44,NA,Animation,0,Thomas Stellmach (story),NA,1
R,NA,1,STEPHEN HOLDEN,Life in the Big House: The Danish Experience,"The Danish drama “R,” set in a maximum-security prison, isn’t the goriest example of its genre, but it is challenging nevertheless.",2011-06-16,2011-06-17,2017-11-02 4:18,NA,Crime,0,"Tobias Lindholm, Michael Noer",0,0
Racing Extinction,NA,1,JEANNETTE CATSOULIS,Review: ‘Racing Extinction’ Charts the Slaughter of Vital Species,"From the makers of “The Cove,” this documentary centers on the slaughter of creatures for profit without regard for the environmental consequences.",2015-09-17,2015-09-18,2017-11-02 4:18,NA,Documentary,0,Mark Monroe,1,1
Radio Dreams,NA,1,GLENN KENNY,Review: ‘Radio Dreams’ Builds a Spiritual Home for Stateless Souls,A fictional San Francisco radio station provides a place for immigrants adrift to bond in the ether.,2017-05-31,2017-05-19,2017-11-02 4:18,18642,Comedy,0,"Babak Jalali (script by), Aida Ahadiany, Babak Jalali",0,0
Raees,NA,1,RACHEL SALTZ,"Review: Shah Rukh Khan as ‘Raees,’ a Villain but Still a Do-Gooder","The “king of Bollywood” rarely plays the bad guy, but in this film he’s a criminal who’s also fighting corruption in 1980s and ’90s India.",2017-01-26,2017-01-25,2017-11-02 4:18,NA,NA,0,N/A,1,NA
Rango,PG,1,A. O. SCOTT,"There’s a New Sheriff in Town, and He’s a Rootin’-Tootin’ Reptile","“Rango,” directed by Gore Verbinski and featuring the voice of Johnny Depp, delights in paying homage to a wide range of westerns.",2011-03-03,2011-03-04,2017-11-02 4:18,123188232,Animation,0,"John Logan, John Logan (story), Gore Verbinski (story), James Ward Byrkit (story)",0,1
Raw,R,1,JEANNETTE CATSOULIS,"Review: Give a Student Some Offal, and You’ll Regret It in ‘Raw’",Julia Ducournau’s film unfolds during rush week in a nightmarish veterinary school.,2017-03-09,2017-03-10,2017-11-02 4:18,508425,Drama,1,"Julia Ducournau (dialogue), Julia Ducournau (screenplay)",1,0
Red Hill,R,1,JEANNETTE CATSOULIS,Western Meets Horror,“Red Hill” is a galloping revenge tale that uses young blood to unearth old sins.,2010-11-04,2010-11-05,2017-11-02 4:18,20898,Thriller,0,Patrick Hughes,0,0
