"display_title","summary_short","critics_pick"
"Last Cab to Darwin","A dying man who works as a cabby longs to leave the world on his own terms so he turns the wheel toward eternity",0
"Last Call at the Oasis","Jessica Yus Last Call at the Oasis delivers frightening predictions of water shortages in reasonable tones",0
"Last Knights","This medievalesque potboiler has a simple code of devotion to one8217s master and mostly involves men honor vengeance dramatic fights and the fantasy of the good death",0
"Last Love","Sandra Nettelbecks Last Love stars Michael Caine as a cantankerous widower whose two children are concerned about his relationship with a young Parisian",0
"Last Passenger","The minimally plotted Last Passenger finds a group of strangers trapped on a runaway train that has just left London",0
"Last Vegas","Last Vegas features four strong actors and a plot that viewers can see coming",0
"Late Phases","In 8220Late Phases8221 Nick Damici stars as a blind Vietnam veteran taking on a retirement village8217s supernatural foe",0
"Laugh Killer Laugh","The hardboiled protagonist of Kamal Ahmed8217s movie works for a mob boss and writes Mickey Spillanestyle stories that he knows are more fact than fiction",0
"Lawless","John Hillcoats Lawless with Shia LaBeouf is set in Virginias moonshine country during the Prohibition era",0
"Lazer Team","Four smalltown idiots accidentally end up in possession of a suit of hightech armor that is Earths best defense against an invasion from outer space",0
"Lazy Eye","After a graphic designer in California invites his exboyfriend to spend the weekend lovemaking and much talk ensue",0
"LBJ","Woody Harrelson swaggers through this movie which tries to track the coming into consciousness of Lyndon B Johnson",0
"Lbs.","For a movie about a man who doesnt let any food go to waste Lbs has spent an awfully long time on the shelf",0
"Le Pere Noel est une Ordure","The 1982 farce Le Pre Nol Est une Ordure presents two socialservices hotline employees who do more harm than good for their distressed clients",0
"Leap Year","Leap Year is so witless charmless and unimaginative that it can be described as a movie only in a strictly technical sense",0
"Leap Year","Leap Year is so witless charmless and unimaginative that it can be described as a movie only in a strictly technical sense",0
"Leap Year","Leap Year is a slow flare of emotional agony that follows Laura a freelance writer and her onenight stands",0
"Leap Year","Leap Year is a slow flare of emotional agony that follows Laura a freelance writer and her onenight stands",0
"Leap!","This riskaverse animated movie features the voices of Elle Fanning Carly Rae Jepsen and Mel Brooks",0
"Left Behind","In 8220Left Behind8221 Nicolas Cage plays an airline pilot whose biggest concern when the Rapture occurs is all those vanished passengers",0
"Left on Purpose","This documentary focuses on Mayer Vishner a man who has decided to end his life and finds the filmmaker in an uncomfortable position",0
"Legend","Brian Helgelands film immerses viewers in the sights and sounds of swinging 60s London showing how the brothers capitalized on their strutting image",0
"Legend of the Guardians: The Owls of Ga'Hoole","In Legend of the Guardians its good owl versus bad",0
"Legends of Oz: Dorothy's Return","A cast of familiar characters embarks on a rescue mission in the animated Legends of Oz Dorothys Return",0
"Legion","In Legion the world ends not with a bang but with a short stack",0
"Legion of Brothers","This documentary tells the stories of Green Berets who were sent to topple the Taliban immediately after the Sept 11 terrorist attacks",0
"Lemon","Janicza Bravos feature debut centers on a wouldbe actor who is a failure in every respect",0
"Lenny Cooke","The documentary Lenny Cooke traces the title figure a basketball star whose supposed destiny never came to pass",0
"Les Misérables","Amid the grime power ballads and surging strings there is a familiar reassuring story of oppression liberation and redemption",0
"Let Fury Have The Hour","Let Fury Have the Hour is a scrapbook of historical moments and progressive comments jostling for attention",0
"Let My People Go!","Let My People Go tosses gay stereotypes into a Jewish holiday adds the bedroomdoorbanging beats of French farce then piles on the dysfunction",0
"Let's Be Cops","Lets Be Cops brings together Damon Wayans Jr and Jake Johnson as two characters who need a boost and get one",0
"Letters from Baghdad","A documentary about the British explorer Gertrude Bell focuses on her role in drawing the modern borders of Iraq",0
"Letters to God","In this Christianthemed film a child with brain cancer writes letters to God and thereby touches the heart of an embittered harddrinking postal carrier",0
"Letters to Juliet","Amanda Seyfried stars in Letters to Juliet a film set in contemporary Verona Italy which explores two romances one old and one new",0
"Level Up","This British indie offers a cynical vision of technologyfostered callousness a runningman cocktail of brutality spiked with lowlevel humor",0
"Levitated Mass: The Story of Michael Heizer's Monolithic Sculpture","8220Levitated Mass8221 chronicles the transport of a 340ton boulder through Southern California to a sculptor8217s installation at the Los Angeles County Museum of Art",0
"Life","This movie offers proof of life on another planet sure but it is also the occasion for another Alientype deadly game of hideandseek",0
"Life As We Know It","Life as We Know It with Katherine Heigl and Josh Duhamel never deviates from the romanticcomedy formula but is well made for its corporate type",0
"Life Happens","Lfe Happens a film about an unplanned baby born to a young woman Krysten Ritter with two female roommates is a sister to similar comedies on TV",0
"Life Is Strange","Life Is Strange is an oral history of displaced European Jews as survivors recall their childhoods before and during the Holocaust with narration by a boy",0
"Life of Pi","Life of Pi directed by Ang Lee and based on the novel by Yann Martel features a young man a tiger and lots of talk about God",0
"Life Partners","A lifelong friendship between two women is put to the test when one of them falls in love in 8220Life Partners8221",0
"Lights Out","The director David F Sandberg extracts maximum frights from a simple concept an entity that appears in the dark and vanishes in the light",0
"Like Dandelion Dust","Like Dandelion Dust revisits the pain of a tug of war over an adopted child",0
"Lila and Eve","Viola Davis and Jennifer Lopez star in this revenge thriller directed by Charles Stone III 8220Drumline8221",0
"Limitless","An aspiring novelist finds a pharmaceutical cure for writers block But does he use this bounty to write more books",0
"Lion","Saroos journey begins when he accidentally travels more than 1000 miles from his home in central India to the streets of Calcutta",0
"Listen to Me Marlon","The documentary 8220Listen to Me Marlon8221 directed by Stevan Riley draws on audio recordings in which the actor talked about his life and career",0
"Listening","Khalil Sullins directed this technoparanoia fable about mind control and hardwired telepathy",0
"Little Boxes","A family ventures beyond the bubble of gentrified Brooklyn to a small town and is thrown out of its comfort zone",0
"Little Boy","Alejandro Monteverdes new film is set during World War II",0
"Little Fockers","In Little Fockers the addition of children and the passage of time lead Jack Robert De Niro to wonder if Greg Ben Stiller is ready to step into his role",0
"Live At the Foxes Den","In Live at the Foxes Den Jackson Rathbone of the Twilight movies plays a lawyer who quits his job to sing in a rundown club",0
"Live by Night","Ben Affleck directed and stars in this gangster movie set in the 1920s in which he tries to pour new wine into a bulletriddled vessel",0
"Live Cargo","This first feature by the director Logan Sandler has great acting stunning imagery and a vivid Caribbean setting But its words prove elusive",0
"Live From New York!","This documentary directed by Bao Nguyen and part of the Tribeca Film Festival chronicles that TV comedy show as a cultural institution but fails to explore its inner workings",0
"Liza, Liza, Skies Are Grey","Teenagers on the run with a motorcycle and hints of the 1960s",0
"Lo and Behold, Reveries of the Connected World","Werner Herzog interviews experts and others about the internet robots artificial intelligence and other aspects of our technologydriven world",0
"Lockout","In Lockout Guy Pearce plays a soldier who must rescue the presidents daughter from kidnappers",0
"Logan","This is oldschool meets newschool pulp filled with intimations of mortality and raw ugly violence And once again Hugh Jackman plays the Wolverine",0
"Lola Versus","In Lola Versus boy dumps girl Girl hangs out with wacky friend Girl does yoga Girl meets another boy",0
"Lolo","Ms Delpy plays an indulgent divorced parent whose chance at happiness is threatened by her spoiled and scheming son",0
"London Has Fallen","Aaron Eckhart plays Americans leader visiting London and Gerard Butler is his Secret Service protector when bloody chaos erupts",0
"Lone Survivor","Mark Wahlberg stars as an American soldier in Afghanistan in a film based on Marcus Luttrell8217s memoir",0
"Long Island Railroad Massacre","The documentary Long Island Railroad Massacre returns to the 1993 killings aboard a commuter train and catches up with those affected",0
"Long Way North","The movie follows 14yearold Sacha in the late 1800s as she goes off in search of her lost grandfather",0
"Looper","In Rian Johnsons Looper a young hit man Joseph GordonLevitt confronts his older self thanks to time travel",0
"Loosies","In Loosies directed by Michael Corrente the main character is a workingclass sort trying to get by with help from lifted wallets and watches",0
"Lord of the Dance 3D","The 3D film version of Michael Flatleys popular stage show Lord of the Dance gives viewers this Irish dancing spectacle in an extra dimension",0
"Losing Control","In Losing Control a Harvard doctoral student tries to make life choices using charts and experiments with expected results",0
"Lost Bohemia","Lost Bohemia Josef Astors documentary chronicles the eviction of the last residents of Carnegie Hall Studios",0
"Lost in Florence","Evan Oppenheimers film is a mild romantic drama with a guy perspective featuring beautiful women and a brutal athletic spectacle",0
"Lost in the Sun","Starring Josh Duhamel and Josh Wiggins this film follows the openroad adventure of a somewhat unlikely pair",0
"Lottery Ticket","With help from Ice Cube and TPain Bow Wow deals with winning a megapot of money",0
"Louder Than Bombs","Gabriel Byrne Jesse Eisenberg Isabelle Huppert and Amy Ryan head the cast of Joachim Triers first Englishlanguage film",0
"Lourdes","One of the pleasures of Lourdes is that it takes place in the space between the inexplicable no explanation is possible and the unexplained",0
"Love","This fourth film from the Argentine director tells the story of a couple through physical encounters",0
"Love and Other Drugs","Jake Gyllenhaal and Anne Hathaway star in a romantic comedy set in the dawning of the age of Viagra",0
"Love Beats Rhymes","The rap luminary RZA and the hiphop musician Azealia Banks team up for a story of rap and poetry Love Beats Rhymes",0
"Love Crime","Alain Corneaus Love Crime works as a devilish satire on power and eros in the executive suite",0
"Love Etc.","Love Etc tries to explore the true nature of love in the city through the lives of eight New Yorkers",0
"Love In Space","Aaron Kwok and Ren Liu star in the comedy Love in Space",0
"Love the Coopers","Diane Keaton and John Goodman play a longmarried couple who have big news to deliver to the family once it gathers in Jessie Nelsons film",0
"Love Thy Nature","Sylvie Rokabs film narrated by Liam Neeson advocates redefining the relationship between humans and the natural world",0
"Loving Vincent","An innovative biopic explores the Dutch painters last days with the people he rendered on canvas being brought to uncanny life",0
"Lowriders","A father is immersed in the lowrider world while a son wants only to pursue his art And then another son is released from prison",0
"Lucky Bastard","In Lucky Bastard a contest in which the winner is invited to have sex with an actress from a pornographic film has grim consequences",0
"Lucky Stiff","An update of the play that opened Off Broadway in 1988 this film is about a shoe salesman who learns that an uncle he never met has left him a large inheritance",0
"Lucy","Luc Bessons new film Lucy turns Scarlett Johansson from a frowzy cheerful young woman into a killing machine",0
"Lullaby","An obnoxious young man learns life lessons as his father nears death in Lullaby the directorial debut of Andrew Levitas",0
"Lunch","The documentary Lunch directed by Donna Kanter looks at a group of comedy veterans including Sid Caesar Carl Reiner and Gary Owens who gather together over the years",0
"Lung Neaw Visits His Neighbors","Time slows to a crawl in Lung Neaw Visits His Neighbors the first feature by the Argentineborn New Yorkbased Thai artist Rirkrit Tiravanija",0
"M.S. Dhoni: The Untold Story","The life of the captain of the winning 2011 World Cup team is recounted in this biopic from Neeraj Pandey",0
"Macbeth","Justin Kurzels film suggests that there is a timeless quality to slaughter raising questions about Macbeths guilt and freedom of will",0
"MacGruber","Will Forte stars as the title character in MacGruber an action comedy film based on the Saturday Night Live sketch",0
"Machete","Robert Rodriguezs splatter comedy Machete is a liveaction comic book with roots in the pungent swamp of 1970s B movies",0
"Machete Kills","In the violencefilled Machete Kills Danny Trejo is called upon to ward off catastrophe",0
"Mad Tiger","This documentary follows a punk band as rifts form when one member quits and opens a bar",0
"Mad Women","Characters in Jeff Lipsky8217s dramedy include a mother running for mayor a father facing a rape charge and a daughter trying to help her mother manage",0
"Madagascar 3: Europe's Most Wanted","Alex Marty Gloria and Melman are fleeing animal control in the latest Madagascar back with some favorites like the penguins",0
"Madame Bovary","This costumedrama adaptation of Flaubert8217s 8220Madame Bovary8221 stays true to the plot",0
"Madea's Big Happy Family","The latest movie in Tyler Perrys Madea franchise goes lighter on the humor heavier on the melodrama",0
"Mademoiselle C","As one person says in the documentary Mademoiselle C Carine Roitfeld the 58yearold former editor of French Vogue is the sexiest girl in fashion",0
"Madrid, 1987","Jos Sacristn plays a dismissive journalist in Madrid 1987 who opens up to a young woman who he hopes to seduce",0
"Magic in the Moonlight","In Woody Allens Magic in the Moonlight a magician is summoned to the French Riviera to expose a young clairvoyant who has won over a rich family",0
"Magic Trip: Ken Kesey's Search for a Kool Place","Alex Gibney and Alison Ellwoods documentary Magic Trip chronicles the 1964 acidfueled crosscountry bus journey of the author Ken Kesey and his friends",0
"Magical Universe","Jeremy Workman8217s 8220Magical Universe8221 is a homevideo introduction to Al Carbee and his odd glam Barbie photography",0
"Magnus","Even fans of chess might struggle to connect with the cursory approach to this documentarys subject the prodigy Magnus Carlsen and to the game itself",0
"Mahler on the Couch","Mahler on the Couch dramatizes Gustav Mahlers tempestuous marriage and his consultation with Sigmund Freud",0
"Making a Killing","This documentary focuses on the role of the National Rifle Association in blocking legislation to tighten gun laws",0
"Mala Mala","The directors of this documentary Dan Sickles and Antonio Santini interview prostitutes drag queens smallbusiness owners and activists about their transitions and relationships",0
"Maleficent","As the title character in Maleficent Angelina Jolie is the focus of a rethinking of the 1959 Disney animated film Sleeping Beauty",0
"Mama","Mama is a horror ghost story that offers pictorial beauty an atmosphere throbbing with dread and actors so good that you dont want anyone to take an ax to them",0
"Mammuth","In Mammuth Grard Depardieu plays a French retiree who finds that no one much respects him the work hes done or the idea that he deserves a graceful retirement",0
"Man Down","Dito Montiels film which stars Shia LaBeouf as a scarred veteran imparts the urgency of its issue more effectively with statistics than with its script",0
"Man From Reno","This Japanese film directed by Dave Boyle has an undercurrent of dark comedy as an oddball pair of sleuths a mystery writer and a sheriff investigate two disappearances",0
"Man of Steel","Man of Steel weaves the Superman story into the fabric of 20thcentury America and surrounds it with epicscale cosmic effects",0
"Man on a Ledge","In Man on a Ledge an expolice officer who has been wrongly imprisoned escapes and stalls for time by climbing onto the 21stfloor ledge of a hotel",0
"Man Up","The recently divorced Jack Simon Pegg mistakes Nancy Lake Bell for a blind date in this romantic comedy directed by Ben Palmer",0
"Manchester By the Sea","The film written and directed by Kenneth Lonergan and starring Casey Affleck finds a man quietly dealing with tragedies",0
"Mandariinid","Set in the former Soviet Republic of Georgia during the 1992 war in the Abkhazia region the film has the economy of a short story unfolding in a mood of slightly sentimental masculine stoicism",0
"Manhattan Night","Starring Adrien Brody as a tabloid columnist this film deploys conventions evoking Chinatown and older classics but ends up feeling prosaic",0
"Manny","The documentary 8220Manny8221 is the story of Manny Pacquiao a tiny Filipino boxer who emerged as a champion a congressman and a natural showman",0
"Manolo: The Boy Who Made Shoes for Lizards","A new documentary about the famed designer could use more of the shoes for which hes renowned",0
"Manos Sucias","In this Josef Kubota Wladyka film two Colombian brothers with a cargo of cocaine reconnect during a trip along the Pacific Coast",0
"Mao's Last Dancer","Chi Cao plays the dancer Li Cunxin who defected from China and moved to Houston in this adaptation of his memoir directed by Bruce Beresford",0
"Maps to the Stars","The film imagines Los Angeles as an inferno of narcissism greed and sexual perversity",0
"Marauders","In this film robberies vex Mr Williss character and an FBI agent played by Christopher Meloni",0
"Marguerite & Julien","Valrie Donzellis film transposes the factually based centuriesold story of incestuous French lovers to a notquitemodern setting",0
"Marie Curie","This biopic starring Karolina Gruszka highlights about six years in the life of the Nobel Prizewinning scientist",0
"Marinoni: The Fire in the Frame","This documentary follows Giuseppe Marinoni 75 as he travels from his adopted home in Canada to Italy to compete for a speed record in his age group",0
"Marius","Daniel Auteuil has brought Marius the first part of a trilogy by Marcel Pagnol back to the screen in a remake with two more films to follow",0
"Mark Felt: The Man Who Brought Down the White House","Peter Landesmans accidentally timely Watergate procedural has men in suits fighting for the independence of the FBI",0
"Marmaduke","Can Marmaduke make new friends in California",0
"Mars","Geoff Marslett offers a lowkey animated space odyssey in Mars",0
"Mars at Sunrise","Jessica Habies Mars at Sunrise distills the IsraeliPalestinian conflict to a single duel",0
"Mars Needs Moms","Mars once again looks to Earth to supplement its female population because it seems the women who run Mars think Earth mothers are skilled at child rearing",0
"Marshall","Reginald Hudlins movie about the crusading lawyer and Supreme Court Justice Thurgood Marshall smartly keeps the focus tight",0
"Martyrs","This film features women caught up in revenge torture and the supernatural",0
"Master","The bloat of this routine South Korean crime thriller directed by Cho Uiseok magnifies its generic qualities",0
"Masterminds","This comedy from Jared Hess stars Zach Galifianakis as a reallife felon who tried to steal millions of dollars in 1997",0
"Match","In 8220Match8221 Patrick Stewart plays a dance professor at Juilliard who becomes involved in a confrontation with a woman interviewing him for her dissertation and her husband",0
"Matt Shepard is a Friend of Mine","8220Matt Shepard Is a Friend of Mine8221 seeks to return a human symbol of hate crimes against gay people to a state of ordinary but beloved individuality",0
"Maurizio Cattelan: Be Right Back","The documentary explores the artworks and pranks of an Italian trickster",0
"Max","Boaz Yakin8217s film a blend of detective story and animal tale depicts the healing of a slain marine8217s military dog under the care of the man8217s brother",0
"Max Manus","Max Manus is a solidly acted biopic of World War II derringdo",0
"Max Rose","Mr Lewis for all his outsize comic credentials can be a formidable dramatic actor but this film provides no space for the storys darker corners",0
"Maya Angelou: And Still I Rise","Photographs and film footage as well as interviews with her son and artists who worked with her add another dimension this documentary of a storied life",0
"Maya Dardel","A character who wants to play with power in a movie that reeks of scholarly pretension",0
"Mayhem","Mayhem featuring the Walking Dead actor Steven Yeun embraces its pulpy title with fightingandfornicating glee",0
"Maze Runner: The Scorch Trials","In the second installment in this film series the heroes find themselves in a desolate landscape where humans have been ravaged by a deadly virus",0
"McCanick","Cory Monteith plays a street hustler in McCanick the story of a cranky police detective David Morse with something to hide",0
"McCullin","This documentary takes a plainspoken approach to covering the career of Don McCullin a longtime correspondent for The Sunday Times of London who has photographed strife around the world",0
"McFarland, USA","In 8220McFarland USA8221 Mr Costner leads a team of Hispanic high schoolers to a championship while getting closer to them and their families",0
"Me and Earl and the Dying Girl","Adapted from the youngadult novel the movie centers on a teenage auteur his filmmaking colleague and 8220the dying girl8221 who balks at sentimentality",0
"Me Before You","This floppy British romance directed by Thea Sharrock and adapted by Jojo Moyes from her bestselling novel stars Emilia Clarke and Sam Claflin",0
"Mean Dreams","Nathan Morlandos film may focus on two young lovers but Bill Paxton shines as a corrupt sheriff in one of his final film roles",0
"Mechanic: Resurrection","The latest foray for the Mechanic takes him around the world after his nemesis arranges a triple assassination he cant refuse",0
"Meet Me in Montenegro","The directors Linnea Saasen and Alex Holdridge both wrote and starred in this film which is a semiautobiographical love story of their own lives",0
"Meet the Patels","In this documentary the wisecracking son of Indianborn parents agrees to look for a spouse with a similar background",0
"Memories of the Sword","Park Heungsik8217s martialarts spectacle is set during the Goreyo era in Korea8217s history",0
"Men & Chicken","Two brothers trek to a remote island to find their biological father and slapstick violence ensues",0
"Men in Black 3","Men in Black 3 returns to the summer of 1969 in a swirl of nostalgia as nave as Forrest Gump and as knowing as Mad Men but not as sour as either",0
"Men on the Bridge","Koprudekiler Men on the Bridge follows workingclass people as they navigate their lives in Istanbul",0
"Men, Women & Children","8220Men Women  Children8221 is Jason Reitman8217s multistory film about middleclass families with teenagers Internet connections and digital issues",0
"Mental","In Mental a hitchhiker helps a man raise his troubled daughters after their mother is committed",0
"Mere Brother Ki Dulhan","The romantic comedy 8220My Brother8217s Bride8221 centers on a heroine who is a far cry from her demure sisters of yore",0
"Metallica Through the Never","Metallica Through the Never a 3D concert film shows the rockers in robust middleage form",0
"Mi America","This crime drama was written and directed by Robert Fontaine who plays a detective in an economically distressed town with decades of wounds",0
"Micmacs","In JeanPierre Jeunets Micmacs a band of misfits takes a fight to two arms companies",0
"Middle Men","George Gallos Middle Men follows three men who are brokers in a booming global business Internet pornography",0
"Middle School","This movie adapted from a book from James Pattersons library follows a protagonist struggling with life in a new school and a nasty administrator",0
"Midnight Special","Jeff Nicholss film keeps you guessing as you follow two apparent outlaws fleeing federal agents with a young boy who has special talents",0
"Midsummer in Newtown","This documentary explores the value of a Shakespeare production intended to help residents heal after the horrific school shooting",0
"Mifune: The Last Samurai","The documentary narrated by Keanu Reeves interviews directors actors and others to gain insights into Toshiro Mifunes swordfighting bravado and stoicism",0
"Mike and Dave Need Wedding Dates","This aggressively stupid movie has nothing going for it other than some wasted talent",0
"Miles","A boy in pursuit of a college sports scholarship crosses a boundary in a reallife story starring Tim Boardman and Molly Shannon",0
"Million Dollar Arm","Million Dollar Arm centers on a selfcentered sports agent who recruits potential major league pitchers in India",0
"Minions","Those lookalike yellow guys become miserable when they have no one to help albeit incompetently in the first movie that8217s all about them",0
"Miracles From Heaven","This deusexmachina tale based on Christy Beams memoir centers on a family whose faith is tested by a daughters illness",0
"Mirror Mirror","The Snow White character in Mirror Mirror deviates only a bit from the heroine of the classic tale This time Lily Collins is armed and suited for action",0
"Mirzya","Fine leading performances lift this film which is based on a Punjab folk tale of starcrossed lovers",0
"MIS: Human Secret Weapon","MIS Human Secret Weapon shines a light on the JapaneseAmerican soldiers who worked for the Armys Military Intelligence Service during World War II",0
"Misconceptions","In the breeding dramedy Misconceptions a childless gay couple enters into a holy alliance with a fertile Christian wife",0
"Misconduct","This action thriller the directorial debut of Shintaro Shimosawa also features Al Pacino as a lawyer caught in a power struggle with a corrupt pharmaceutical executive",0
"Miss Granny","In Miss Granny a woman whose family plans to place her in a retirement home suddenly turns back into her 20yearold self",0
"Miss Kiet's Children","The documentary by Petra LatasterCzisch and Peter Lataster follows young students in the classroom but doesnt examine their lives outside school",0
"Miss Lovely","In Miss Lovely Ashim Ahluwalia shoves us into a 1980s demimonde of quickanddirty Indian exploitation movies run by gangsters and sweatily intertwined with the sex trade",0
"Miss Meadows","There is more under the surface than a moviegoer might guess on first glance at 8220Miss Meadows8221 whose title character is played by Katie Holmes",0
"Miss Sharon Jones!","This documentary follows the soul singer through a diagnosis of pancreatic cancer chemotherapy recovery and musical rebirth",0
"Miss Sloane","Jessica Chastain stars as a winatallcosts lobbyist in this Washingtonbased political thriller",0
"Mission: Impossible - Rogue Nation","For the fifth 8220Mission Impossible8221 movie Mr Cruise is joined by among others Jeremy Renner Ving Rhames Simon Pegg and Rebecca Ferguson",0
"Mission: Impossible Ghost Protocol","In Mission Impossible  Ghost Protocol directed by Brad Bird Tom Cruise does his stunts with an unnerving intensity",0
"Mita Tova","In Tal Granit and Sharon Maymon8217s Israeli comedy set at a Jerusalem retirement home an amateur inventor devises a 8220mercykilling machine8221",0
"Moana","In Disneys new animated adventure the daughter of a chief must prove herself while music plays and the sun shines on the sea",0
"Modern Love is Automatic","In a first feature by Zach Clark an RN learns the whipsandchains trade",0
"Mohenjo Daro","Set in 2016 BC this Ashutosh Gowariker film is a standard epic adventure with music and romance",0
"Mojave","The film written and directed by William Monahan finds a celebrity in the desert then under siege",0
"Mojin: The Lost Legend","In Wuershans film three Chinese treasure hunters go digging in Mongolia and find a gateway between the living and the dead",0
"Moms' Night Out","In Moms Night Out hapless fathers assume command after the women in their lives decide that they need a restaurant outing",0
"Money for Nothing: Inside the Federal Reserve","In the documentary Money for Nothing Federal Reserve officials are shown as having great influence if not great insights",0
"Money Monster","George Clooney plays a financial news talkshow host and Julia Roberts is his producer in this selfassured hostage drama",0
"Monkey Kingdom","This Disneynature film examines a band of toque macaque monkeys in Sri Lanka likening their caste system to a human pecking order",0
"Monster Hunt","Raman Huis liveaction and computerized hybrid a runaway hit in China conjures a cute newborn creature pursued by other beasts and by human bounty hunters",0
"Monsters University","Pixars Monsters University tells the story of how Mike and Sulley of Monsters Inc met became friends and learned to be really scary",0
"Monte Carlo","In Monte Carlo Selena Gomez plays a Texas Francophile who travels to France and Monte Carlo with her eager friend and reluctant older stepsister",0
"Mood Indigo","In Mood Indigo Audrey Tautou and Romain Duris star in a whimsical love story adapted from the French novel Lcume des Jours",0
"Moonwalkers","This film starring Ron Perlman and Rupert Grint invests too much in the comedy potential of things that havent been funny for a long while",0
"Morning","Morning is a portrait of a uppermiddleclass couple in California mourning the sudden death of their beautiful only child",0
"Morning Glory","Rachel McAdams plays a television producer in the romantic comedy Morning Glory",0
"Mortdecai","In 8220Mortdecai8221 Johnny Depp plays a rakish aristocrat who hopes to pay off an enormous tax debt by tracking down and selling a missing Goya painting",0
"Moscow Never Sleeps","The interlocking stories in this feature show off a bright metropolis filled with familial dysfunction and frustrated love affairs",0
"Mother!","Jennifer Lawrence and Javier Bardem portray a couple in Darren Aronofskys film a religious allegory with visual wit and dexterous camera work",0
"Mother’s Day","Jennifer Aniston Kate Hudson and Julia Roberts star in this holidaythemed film that generates inadvertent laughs and has predictable plotlines",0
"Motherland","In Motherland the director Doris Yeungs debut feature a ChineseAmerican woman returns home to investigate a murder",0
"Mothers and Daughters","Written by Paige Cameron this movie includes many of the difficult conversations typical of these relationships just in time for Mothers Day",0
"Mountain Men","This Cameron Labine film features mismatched siblings and a road trip gone wrong",0
"Mr. Chibbs","In this documentary by Jill Campbell the former NBA point guard hopes to develop a life after the clock runs out on his athletic career",0
"Mr. Donkey","A parable about Chinas past and perhaps its present underlies this mildly stagy and intermittently manic adaptation",0
"Mr. Gaga","Tomer Heymanns documentary on the Israeli choreographer Ohad Naharin is a scattered and somewhat confused film about an intriguing and complicated man",0
"Mr. Holmes","8220Mr Holmes8221 imagines the later years of Arthur Conan Doyle8217s beloved detective who hasn8217t quite given up making brilliant deductions",0
"Mr. Nice","Mr Nice reconstructs the life and high times of Howard Marks a notorious Welsh drug dealer who went by the alias Donald Nice",0
"Mr. Peabody & Sherman","A supersmart dog and his adopted human son set out for timetraveling adventures in Mr Peabody  Sherman the 3D bigscreen adaptation of Jay Wards animated cartoon",0
"Mr. Popper's Penguins","In Mr Poppers Penguins Jim Carrey is a divorced businessman who faces more mayhem after he inherits a gaggle of penguins",0
"Mr. Roosevelt","Nol Wells wrote directed and stars in this film about a young woman who returns to her former home and discovers much has changed",0
"Mr. Six","In this film a former bad guy in Beijing has to figure out how to rescue his kidnapped son",0
"Mulberry Child","Mulberry Child a documentary heavy on reenactments shows the generation gap between a ChineseAmerican writer and her daughter",0
"Mully","A documentary looks at Charles Mully who gave up great wealth to aid the poor and homeless in his country",0
"Mundane History","Anocha Suwichakornpongs feature debut Mundane History is a spare family drama told through strong purposeful images",0
"Muppets Most Wanted","Muppets Most Wanted an international caper includes shots at Russians and the sly skewering of our European allies",0
"Murder of a Cat","8220Murder of a Cat8221 in which a man tries to solve the mystery of the death of his pet is a quirky variation on the private eye theme",0
"Murder on the Orient Express","Kenneth Branagh assembles Judi Dench Johnny Depp Michelle Pfeiffer and others for his film remake of Agatha Christies mystery novel",0
"MURPH: The Protector","Murph The Protector is a documentary about Lt Michael P Murphy the SEAL team leader awarded the Medal of Honor posthumously in 2007",0
"My Afternoons with Margueritte","Grard Depardieu is the village idiot who is transformed by a literary old woman in My Afternoons With Margueritte",0
"My Best Enemy","My Best Enemy a World War II drama follows the closely linked fortunes of two childhood friends the heir of a Jewish gallery owner and a newly minted Nazi",0
"My Big Fat Greek Wedding 2","This longawaited sequel to the hit romantic comedy again written by and starring Nia Vardalos is a washedout recycling of ethnic clichs and exhausted jokes",0
"My Big Night","lex de la Iglesias comedy set at the filming of a New Years Eve television special deals with murder blackmail riots jealousy and a crane crash",0
"My Blind Brother","Sibling rivalry arises between an arrogant blind athlete and his helpful underdog brother when they end up in a love triangle with an appealing young woman",0
"My Dead Boyfriend","Heather Graham plays a woman in 1990s New York who begins to learn about her boyfriend only after hes dead in this film directed by Anthony Edwards",0
"My Father and the Man in Black","My Father and the Man in Black about Johnny Cash his onetime manager Saul Holiff and the black dog of depression was made by Jonathan Holiff",0
"My Friend Dahmer","The story of the making of a monster",0
"My Life as a Zucchini","This animated tale of an orphan freighted with the name Icare or Icarus is more charming than grim",0
"My Name Is Emily","Evanna Lynch of Harry Potter plays a teenager who leaves her foster home to search for her institutionalized father",0
"My Name is Khan","My Name Is Khan is an effective exercise in Bollywood high emotionalism",0
"My Reincarnation","Jennifer Foxs documentary My Reincarnation examines a young mans struggle to fulfill his destiny and become a spiritual teacher",0
"My Scientology Movie","The British journalist Louis Theroux relies on a meandering charm in this documentary examining the Church of Scientologys hold on its members",0
"My Soul to Take","My Soul to Take has the comic popculture references and dreamy shocks of a Wes Craven film but the directors heart does not seem to be into it",0
"My Uncle Rafael","Vahik Pirhamzei plays the son of an oldcountry Armenian and that sons father in the comedy My Uncle Rafael",0
"My Way","In My Way the bloody chaos can be suitably overwhelming but youre too aware of the whizzing camerawork helterskelter editing and bombastic score",0
"My Week With Marilyn","My Week With Marilyn starring Michelle Williams as Marilyn Monroe is based on an account by the British filmmaker Colin Clark",0
"Mysteries of the Jesus Prayer","Faces of monastic Christianity are examined at what seems like considerable length in Mysteries of the Jesus Prayer",0
